State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Flow(%),Unemployment Rate(%),1 Bed Average,2 Bed Average,Highest Marginal Income Tax Rate (%),Median Home Price 2017
KY,Edmonson County,3747,180155,277,9452,309,11921,32,0.854,5.3,644,818,5.0,92601
KY,Todd County,3746,193550,268,9349,214,7458,-54,-1.442,4.0,571,675,5.0,99937
ND,McLean County,3746,263659,270,14733,211,13102,-59,-1.575,3.3,607,697,2.9,162169
IN,Martin County,3741,208185,206,9665,199,8468,-7,-0.187,2.7,542,697,3.23,105228
MO,Mississippi County,3738,172374,256,9262,202,6551,-54,-1.445,3.8,547,727,5.4,77135
GA,Crawford County,3737,178518,292,9967,338,12419,46,1.231,4.2,749,860,5.75,98759
IA,Montgomery County,3735,208313,269,12192,227,9268,-42,-1.124,2.4,492,655,8.53,86394
AR,Desha County,3718,157469,281,9334,203,6245,-78,-2.098,4.5,476,633,6.9,59091
TX,Reeves County,3713,300243,271,29745,380,18365,109,2.936,2.1,590,743,0.0,56820
AL,Sumter County,3699,144451,212,6952,176,6070,-36,-0.973,5.9,562,747,5.0,73351
NC,Alleghany County,3690,199759,185,9808,205,10505,20,0.542,4.5,514,683,5.25,145534
AL,Lowndes County,3688,153827,291,10278,254,9619,-37,-1.003,7.3,742,890,5.0,62908
FL,Calhoun County,3686,176866,290,10963,270,8858,-20,-0.543,4.1,609,699,0.0,86614
UT,Grand County,3680,239391,363,16522,409,16614,46,1.25,4.8,705,922,4.95,253097
AR,Izard County,3672,168306,282,9896,337,13064,55,1.498,5.5,476,633,6.9,82748
ID,Teton County,3670,247011,378,20847,500,37411,122,3.324,2.2,693,909,6.925,320935
IA,Keokuk County,3663,192784,207,8456,211,7959,4,0.109,2.9,510,650,8.53,88401
IA,Howard County,3661,195280,165,8250,209,9224,44,1.202,2.5,566,650,8.53,113749
TX,Newton County,3660,192524,325,15338,332,17096,7,0.191,6.6,571,697,0.0,78731
SD,Butte County,3657,192376,316,13430,373,13669,57,1.559,3.3,510,678,0.0,129369
GA,Long County,3655,164980,837,30462,958,34316,121,3.311,4.0,604,694,5.75,118444
WA,Lincoln County,3650,230728,255,11307,326,17339,71,1.945,4.9,524,697,0.0,168282
TX,Dawson County,3646,228302,256,12539,194,7722,-62,-1.7,4.3,536,697,0.0,71320
AL,Conecuh County,3644,163575,252,8281,182,6471,-70,-1.921,5.2,456,606,5.0,80316
GA,Bleckley County,3641,197488,238,9408,257,9022,19,0.522,5.7,543,688,5.75,105160
IA,Calhoun County,3639,213579,227,10140,188,8659,-39,-1.072,2.5,566,650,8.53,82170
MO,Ralls County,3634,220110,255,11059,284,13054,29,0.798,2.8,561,746,5.4,132411
TN,Decatur County,3631,170398,221,8031,218,9768,-3,-0.083,4.8,534,613,0.0,99943
NC,Gates County,3629,197139,223,8388,224,8529,1,0.028,4.0,578,694,5.25,152490
FL,Hamilton County,3627,160764,256,7703,299,11016,43,1.186,4.2,516,686,0.0,79577
GA,McIntosh County,3623,180546,301,12337,361,18796,60,1.656,4.0,619,798,5.75,121830
AR,Stone County,3622,149451,200,7043,255,9075,55,1.518,4.5,494,657,6.9,111825
MN,Marshall County,3610,221492,185,8990,170,7372,-15,-0.416,5.8,549,697,9.85,112561
MN,Swift County,3604,206478,217,10115,205,7514,-12,-0.333,3.7,524,697,9.85,109976
TX,Ward County,3603,268131,331,19883,369,18983,38,1.055,2.6,661,759,0.0,91943
OK,Noble County,3599,216241,299,12758,329,14404,30,0.834,2.6,607,697,5.0,96928
IA,Humboldt County,3598,247059,196,9110,196,9487,0,0.0,2.5,507,674,8.53,99174
IA,Franklin County,3594,217979,215,9273,170,6542,-45,-1.252,2.1,489,650,8.53,91992
NC,Clay County,3591,185385,289,10913,366,19562,77,2.144,4.3,663,770,5.25,165438
KY,Bath County,3585,159146,239,8102,262,9598,23,0.642,6.7,488,649,5.0,82121
KY,Breathitt County,3582,155271,153,5246,103,3918,-50,-1.396,7.3,466,620,5.0,52709
MN,Rock County,3579,223448,203,8500,165,6990,-38,-1.062,2.3,535,712,9.85,143906
KY,Jackson County,3573,148446,167,5254,186,6900,19,0.532,7.0,501,630,5.0,73688
MN,Pipestone County,3572,212049,182,7823,187,6929,5,0.14,2.9,600,697,9.85,98235
IN,Crawford County,3567,167219,280,10429,309,12948,29,0.813,4.5,524,697,3.23,93190
TX,Terry County,3566,177981,253,12150,234,8906,-19,-0.533,4.1,571,759,0.0,73038
MS,Noxubee County,3557,129812,179,6392,123,4128,-56,-1.574,6.7,571,661,5.0,59312
TN,Bledsoe County,3544,161788,242,9058,316,13119,74,2.088,5.8,541,629,0.0,141095
MO,Wayne County,3543,144021,289,8708,237,9863,-52,-1.468,4.8,521,641,5.4,76399
SD,Roberts County,3540,184959,186,7083,193,9850,7,0.198,4.3,511,660,0.0,99924
NE,Hamilton County,3538,274230,230,11803,254,15817,24,0.678,2.5,559,743,6.84,144299
KY,Carroll County,3537,187198,295,11493,269,9902,-26,-0.735,4.1,551,730,5.0,109425
UT,Morgan County,3537,420195,322,22477,332,32304,10,0.283,2.8,730,934,4.95,352775
TX,Live Oak County,3532,235586,265,14984,292,13533,27,0.764,3.8,558,697,0.0,91191
MS,Perry County,3522,163766,274,11613,249,9560,-25,-0.71,5.9,684,843,5.0,84775
OK,Hughes County,3506,155948,269,11605,275,8619,6,0.171,4.2,549,714,5.0,70958
TX,Clay County,3506,208308,275,13159,312,15006,37,1.055,3.2,659,851,0.0,89678
MI,Lake County,3503,153954,375,13281,415,17178,40,1.142,6.9,538,715,4.25,87293
TN,Jackson County,3501,148919,274,8914,349,13808,75,2.142,4.7,461,613,0.0,117253
OR,Morrow County,3499,199388,288,12662,299,12378,11,0.314,4.3,551,733,9.9,144751
IA,Emmet County,3492,199848,222,8936,176,6187,-46,-1.317,2.7,514,651,8.53,90513
TX,Runnels County,3492,186994,261,11514,223,10975,-38,-1.088,3.1,535,711,0.0,82168
MS,Tunica County,3488,117521,358,11094,307,7598,-51,-1.462,5.3,660,758,5.0,103653
CA,Trinity County,3487,183469,249,12485,249,10982,0,0.0,5.7,695,924,12.3,305915
KY,Green County,3486,150435,204,5963,206,6711,2,0.057,4.3,466,620,5.0,79907
WV,Summers County,3485,154113,200,6737,218,8442,18,0.516,6.1,558,644,6.5,98192
NC,Camden County,3484,235011,305,16831,369,17993,64,1.837,3.7,900,1106,5.25,238099
MI,Montmorency County,3479,146749,259,9038,289,12937,30,0.862,8.6,563,749,4.25,101338
KS,Brown County,3464,186095,217,11587,158,4427,-59,-1.703,3.0,524,697,5.7,86591
ND,McKenzie County,3461,464151,575,46125,837,52025,262,7.57,1.7,700,931,2.9,217447
CO,Clear Creek County,3445,320918,467,35249,505,36510,38,1.103,3.0,1226,1543,4.63,353111
FL,Union County,3444,170823,331,12136,358,12655,27,0.784,3.4,610,701,0.0,96359
MO,Howard County,3443,183507,251,9678,213,9560,-38,-1.104,2.8,553,736,5.4,120963
NE,Cuming County,3441,210229,198,8966,151,6148,-47,-1.366,2.5,506,653,6.84,119931
OK,Haskell County,3440,146530,210,7524,191,6699,-19,-0.552,5.1,524,697,5.0,89464
TX,Rains County,3428,192209,333,14065,449,29296,116,3.384,3.5,592,746,0.0,122447
ID,Owyhee County,3427,137312,383,13935,405,19528,22,0.642,3.6,711,910,6.925,150399
NE,Cheyenne County,3426,279485,465,72584,287,13011,-178,-5.196,2.8,566,661,6.84,120885
FL,Franklin County,3426,219195,209,16997,300,21491,91,2.656,3.5,702,806,0.0,146487
MT,Stillwater County,3424,241545,243,14598,288,19748,45,1.314,3.4,611,785,6.9,246760
TX,Duval County,3421,144881,204,7911,202,7429,-2,-0.058,5.3,654,824,0.0,52094
MN,Stevens County,3420,241462,225,9194,195,8948,-30,-0.877,2.4,607,697,9.85,162433
AR,Fulton County,3418,145742,239,7263,352,13347,113,3.306,4.0,476,633,6.9,95150
UT,San Juan County,3417,167736,325,13925,358,14431,33,0.966,6.2,609,699,4.95,149731
KY,Monroe County,3416,148004,152,4630,150,3899,-2,-0.059,4.1,469,624,5.0,78537
IA,Palo Alto County,3408,186949,208,8707,179,7128,-29,-0.851,2.2,489,650,8.53,103610
MT,Big Horn County,3404,150317,185,7787,225,8069,40,1.175,9.6,608,809,6.9,109574
WI,Forest County,3391,195237,125,4770,182,10555,57,1.681,4.8,543,689,7.65,141027
NE,Phelps County,3386,227335,258,12098,191,8005,-67,-1.979,2.2,519,653,6.84,127136
TX,Zavala County,3385,130321,218,6853,163,5546,-55,-1.625,9.5,607,697,0.0,42856
KY,Morgan County,3384,144523,155,6061,133,5053,-22,-0.65,6.3,540,620,5.0,81700
IA,Greene County,3378,191512,190,8535,163,6470,-27,-0.799,2.3,514,684,8.53,93893
CO,Yuma County,3371,174806,214,8859,193,8539,-21,-0.623,2.0,532,707,4.63,166188
GA,Macon County,3363,141068,243,8048,213,6995,-30,-0.892,6.2,495,659,5.75,65246
KY,Owen County,3360,179971,238,9358,273,10798,35,1.042,4.9,502,660,5.0,104470
KS,Linn County,3355,175108,276,10732,251,14276,-25,-0.745,5.9,762,928,5.7,98259
IA,Clarke County,3355,176801,247,11028,251,11152,4,0.119,2.8,570,758,8.53,110897
VA,Mathews County,3354,231619,199,9873,259,17047,60,1.789,3.0,976,1172,5.75,235669
MS,Montgomery County,3354,150873,224,8439,196,7125,-28,-0.835,5.3,513,682,5.0,80495
SD,Custer County,3341,218122,325,14385,380,24636,55,1.646,4.0,687,914,0.0,211543
VA,Cumberland County,3338,159728,270,10796,305,12430,35,1.049,3.3,773,949,5.75,157392
AL,Wilcox County,3335,130558,208,5975,166,5865,-42,-1.259,9.6,528,606,5.0,86121
MN,Murray County,3333,199261,181,9625,155,7623,-26,-0.78,3.7,574,697,9.85,116008
MT,Beaverhead County,3322,191534,295,11135,284,12440,-11,-0.331,3.1,607,746,6.9,211039
IA,Monona County,3321,188009,200,8140,163,7637,-37,-1.114,2.8,489,650,8.53,89035
MO,Grundy County,3314,160886,207,8308,133,6276,-74,-2.233,3.6,494,657,5.4,89430
AR,Bradley County,3313,153802,171,6381,176,5337,5,0.151,4.5,538,716,6.9,77433
KS,Pratt County,3312,204094,310,12602,203,8412,-107,-3.231,2.8,617,782,5.7,90409
WY,Platte County,3304,202745,227,10096,223,10986,-4,-0.121,3.8,531,706,0.0,177547
MS,Carroll County,3295,139505,246,10107,220,9556,-26,-0.789,5.5,571,759,5.0,93928
WV,Ritchie County,3285,177214,143,6169,125,4845,-18,-0.548,5.3,548,673,6.5,84770
MI,Alger County,3280,188939,149,6626,192,9383,43,1.311,7.8,537,714,4.25,128563
OK,Washita County,3276,163479,303,12104,313,11239,10,0.305,3.1,635,761,5.0,82001
VA,Sussex County,3272,156381,287,9951,266,9846,-21,-0.642,4.9,970,1114,5.75,130552
MO,Lewis County,3263,164785,205,6211,223,9047,18,0.552,2.8,485,645,5.4,89850
TX,Brewster County,3262,213295,404,22217,325,17486,-79,-2.422,3.4,633,842,0.0,121802
UT,Juab County,3260,202144,256,11298,301,15514,45,1.38,3.0,752,874,4.95,198747
MS,Greene County,3260,168649,215,7866,219,7870,4,0.123,6.2,576,661,5.0,83388
TX,Franklin County,3256,177753,306,10037,350,16510,44,1.351,4.1,576,726,0.0,139955
IN,Switzerland County,3254,157453,227,9548,246,11523,19,0.584,3.9,609,810,3.23,122856
TX,Sabine County,3252,180782,237,11268,318,19903,81,2.491,7.9,597,794,0.0,98924
MT,Deer Lodge County,3247,175351,234,9570,304,13054,70,2.156,3.6,617,708,6.9,127873
ND,Mountrail County,3234,314003,400,25739,355,18537,-45,-1.391,1.6,767,1020,2.9,172858
ID,Washington County,3233,146637,270,10155,284,14129,14,0.433,4.1,548,729,6.925,164100
WY,Johnson County,3228,212330,266,12856,263,16255,-3,-0.093,4.0,737,980,0.0,266686
MO,Carroll County,3226,173678,161,5726,138,4442,-23,-0.713,3.1,482,641,5.4,85962
ND,Mercer County,3216,269429,245,15576,174,12573,-71,-2.208,4.2,572,761,2.9,169193
OK,Nowata County,3216,164939,245,9004,194,7504,-51,-1.586,4.2,631,839,5.0,83432
OK,Love County,3215,167052,303,12045,314,11659,11,0.342,2.1,612,764,5.0,96724
NC,Jones County,3213,145287,297,11463,287,10408,-10,-0.311,4.2,582,774,5.25,99199
NE,Cedar County,3190,186478,161,8413,120,4493,-41,-1.285,2.3,491,653,6.84,120355
IN,Benton County,3188,161979,225,8079,274,10285,49,1.537,3.2,720,860,3.23,92669
MT,Dawson County,3184,193656,224,11311,167,6689,-57,-1.79,2.7,607,697,6.9,169072
KS,Rice County,3180,176482,223,8865,215,9079,-8,-0.252,2.9,524,697,5.7,77199
MO,DeKalb County,3169,164504,274,10392,290,10902,16,0.505,3.1,621,797,5.4,124860
GA,Heard County,3168,185811,265,9745,282,10739,17,0.537,3.9,957,1099,5.75,112602
KS,Cloud County,3168,153779,224,6649,183,7263,-41,-1.294,3.5,529,697,5.7,75547
CO,San Miguel County,3165,330137,381,31854,409,71277,28,0.885,3.5,1265,1683,4.63,541674
AR,Pike County,3160,143112,216,7531,170,7251,-46,-1.456,4.2,551,633,6.9,81914
GA,Wilkes County,3159,149301,170,6170,153,7726,-17,-0.538,4.6,519,690,5.75,88769
SD,Turner County,3158,192565,188,8591,196,10131,8,0.253,2.7,681,833,0.0,119243
KS,Coffey County,3157,195485,203,13326,159,7573,-44,-1.394,4.8,531,697,5.7,114560
TX,Ochiltree County,3149,225943,241,11527,185,7223,-56,-1.778,2.8,691,793,0.0,109987
KY,Metcalfe County,3148,120342,193,6191,228,8436,35,1.112,4.1,540,620,5.0,79275
KY,Magoffin County,3147,135847,170,5553,116,3675,-54,-1.716,13.2,532,620,5.0,66730
NE,Knox County,3147,157207,145,7029,124,6057,-21,-0.667,3.0,569,653,6.84,90160
GA,Evans County,3146,152519,225,6006,230,6877,5,0.159,3.7,539,663,5.75,88982
MI,Schoolcraft County,3146,161854,152,6161,131,6180,-21,-0.668,7.1,538,697,4.25,113438
GA,Bacon County,3142,153666,187,5131,176,6209,-11,-0.35,3.8,520,659,5.75,77912
WY,Sublette County,3132,301278,236,15935,291,20228,55,1.756,4.2,750,861,0.0,276718
GA,Early County,3128,132960,189,6135,184,6410,-5,-0.16,4.6,574,659,5.75,88024
NE,Butler County,3124,186293,162,7372,174,8360,12,0.384,2.3,491,653,6.84,118130
OK,Pushmataha County,3123,138530,195,7085,274,10383,79,2.53,5.2,524,697,5.0,75048
IA,Lucas County,3119,167759,176,7119,162,6747,-14,-0.449,2.0,561,746,8.53,89668
IN,Warren County,3116,192736,194,9772,201,10418,7,0.225,3.2,600,765,3.23,120921
ID,Benewah County,3109,148009,214,7501,251,13632,37,1.19,4.6,559,743,6.925,165971
KY,McLean County,3103,168268,187,6095,154,6295,-33,-1.063,4.9,562,745,5.0,102830
MT,Madison County,3099,194265,235,11423,404,32544,169,5.453,3.5,745,855,6.9,276345
SC,McCormick County,3095,175602,205,10988,286,19527,81,2.617,3.6,530,705,7.0,124234
NE,Keith County,3082,170055,200,8226,193,10193,-7,-0.227,3.0,508,675,6.84,114846
MS,Webster County,3075,151737,218,8187,209,9209,-9,-0.293,5.0,576,661,5.0,79978
OK,Johnston County,3074,156084,280,10273,241,8888,-39,-1.269,2.9,546,726,5.0,81285
MT,Roosevelt County,3065,150013,171,8026,169,8967,-2,-0.065,4.6,541,706,6.9,127544
MO,Monroe County,3061,149896,212,8282,233,8045,21,0.686,3.6,490,652,5.4,108346
TX,Dimmit County,3053,156929,183,7460,163,6301,-20,-0.655,3.0,629,792,0.0,70031
KS,Clay County,3053,158980,181,8043,214,9700,33,1.081,3.2,683,908,5.7,103413
OK,Okfuskee County,3048,132238,177,6217,220,8022,43,1.411,4.8,549,697,5.0,80876
VT,Grand Isle County,3046,244679,266,17800,343,27194,77,2.528,3.2,1184,1523,8.75,288948
MO,Caldwell County,3043,176470,243,10353,220,8613,-23,-0.756,3.1,762,928,5.4,113866
KY,Livingston County,3042,151253,259,9600,261,10014,2,0.066,6.8,555,668,5.0,95720
NE,Richardson County,3040,167749,152,5201,110,4430,-42,-1.382,3.0,569,653,6.84,73421
WV,Tyler County,3039,202941,195,8067,153,5729,-42,-1.382,7.4,561,644,6.5,95405
NV,White Pine County,3036,188115,247,13361,238,10233,-9,-0.296,3.7,845,980,0.0,148480
TX,Parmer County,3036,137498,257,12174,201,7999,-56,-1.845,2.3,609,699,0.0,92587
GA,Candler County,3033,135326,227,7667,277,19193,50,1.649,3.4,495,659,5.75,94304
OK,Latimer County,3025,149680,224,7790,183,6941,-41,-1.355,6.0,604,697,5.0,82921
AR,Scott County,3016,123584,216,6808,189,7473,-27,-0.895,3.7,476,633,6.9,72743
KS,Wilson County,3015,154471,174,6202,144,5935,-30,-0.995,4.4,524,697,5.7,68839
AR,Chicot County,3014,133132,209,6815,175,7136,-34,-1.128,6.9,551,633,6.9,65657
GA,Wilkinson County,3010,135529,179,5730,204,7365,25,0.831,4.4,520,659,5.75,73548
MO,Oregon County,3006,116605,202,6050,210,8192,8,0.266,3.5,482,641,5.4,91637
FL,Glades County,3001,171193,373,14790,416,17369,43,1.433,4.0,634,843,0.0,86723
