State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow
GA,Jasper County,4307,269426,358,12765,419,24097,61,1.416
TX,Archer County,2902,205739,191,8390,232,13267,41,1.413
WA,Asotin County,7722,512303,690,29686,799,35180,109,1.412
OK,Okfuskee County,3048,132238,177,6217,220,8022,43,1.411
NH,Carroll County,20715,1732343,1397,84791,1689,172857,292,1.41
MN,Kanabec County,5753,314663,381,15633,462,20692,81,1.408
ME,Piscataquis County,5832,274080,343,14073,425,17748,82,1.406
FL,Brevard County,223514,14831323,13796,856882,16934,1147566,3138,1.404
ID,Camas County,356,20479,26,1549,31,1773,5,1.404
SC,Greenville County,174000,13638831,12030,722725,14471,898887,2441,1.403
OR,Wasco County,8916,512071,700,33008,825,39401,125,1.402
GA,Coweta County,47355,3716489,3931,243638,4594,302171,663,1.4
ND,Dunn County,1502,135011,169,10549,190,10789,21,1.398
NE,Washington County,7585,662291,558,32122,664,44953,106,1.397
CA,Calaveras County,15854,1096750,1273,75460,1494,116076,221,1.394
TX,Comanche County,4306,196510,293,9911,353,19710,60,1.393
UT,Sanpete County,7177,389378,568,23772,668,31066,100,1.393
AZ,Maricopa County,1471961,117024435,67741,4328950,88231,6573244,20490,1.392
NC,Transylvania County,11518,707799,820,44435,980,77582,160,1.389
IN,Washington County,9796,476591,533,20429,669,28571,136,1.388
CA,Tehama County,19635,1090007,1386,66719,1658,80518,272,1.385
TN,Clay County,2389,96929,140,3436,173,6443,33,1.381
UT,Juab County,3260,202144,256,11298,301,15514,45,1.38
VA,Loudoun County,138834,19882301,12880,1359749,14791,1522040,1911,1.376
OH,Union County,20287,1842950,1695,126710,1974,156706,279,1.375
OR,Josephine County,29142,1699366,1996,82376,2396,114170,400,1.373
GA,Berrien County,5026,243315,407,14091,476,13413,69,1.373
MT,Mineral County,1460,80378,139,6104,159,7507,20,1.37
TN,Putnam County,24611,1502546,2026,83331,2363,132623,337,1.369
WA,Kitsap County,98909,8459775,8624,516563,9973,705182,1349,1.364
TX,Palo Pinto County,9019,521199,742,36848,865,54796,123,1.364
TX,Tyler County,5657,288007,387,16942,464,22434,77,1.361
GA,Miller County,1625,76000,131,4092,153,5649,22,1.354
WI,Door County,12869,893952,691,41937,865,69360,174,1.352
TN,Smith County,6588,429994,462,19315,551,25101,89,1.351
TX,Franklin County,3256,177753,306,10037,350,16510,44,1.351
MN,Pope County,4462,292235,278,17133,338,20198,60,1.345
TN,Roane County,18173,1125599,1281,58052,1525,82039,244,1.343
MS,Hancock County,13738,776936,1164,50648,1348,67144,184,1.339
NC,Alexander County,12181,655225,681,29725,844,39091,163,1.338
MT,Park County,6890,396772,594,29047,686,45683,92,1.335
NH,Coos County,11832,618605,686,29568,844,45447,158,1.335
ND,Steele County,750,55745,22,1126,32,1373,10,1.333
CA,El Dorado County,70039,7227334,5497,420607,6429,617910,932,1.331
WY,Crook County,2632,211522,180,9063,215,11179,35,1.33
TN,Cannon County,4740,239504,383,15686,446,21629,63,1.329
TX,Cooke County,13813,968128,1046,52487,1229,83645,183,1.325
CA,Plumas County,6962,430849,509,24216,601,37497,92,1.321
KS,Morris County,2047,110628,102,4362,129,6140,27,1.319
FL,Osceola County,120238,5598735,15247,598315,16832,837528,1585,1.318
NE,Perkins County,1062,55647,28,1321,42,1892,14,1.318
AR,Saline County,39392,2694599,2999,155016,3517,180093,518,1.315
MT,Stillwater County,3424,241545,243,14598,288,19748,45,1.314
NE,Hayes County,305,4234,22,574,26,997,4,1.311
NC,Carteret County,24716,1612572,1900,92755,2224,159574,324,1.311
MO,Stone County,10681,585218,1132,47455,1272,83370,140,1.311
MI,Alger County,3280,188939,149,6626,192,9383,43,1.311
ID,Blaine County,9545,1094504,618,37403,743,107966,125,1.31
KY,Trimble County,2827,154761,223,8149,260,10044,37,1.309
MD,Worcester County,21316,1571637,1649,88364,1927,134082,278,1.304
AL,Russell County,16861,742780,2386,90500,2605,98118,219,1.299
TX,Caldwell County,13478,695896,1345,55528,1520,64514,175,1.298
GA,Banks County,5266,285933,573,21995,641,27427,68,1.291
ME,Sagadahoc County,14591,1018294,1217,68029,1405,76811,188,1.288
OK,Logan County,14283,1099210,1335,82862,1519,99426,184,1.288
TN,Sequatchie County,4747,262929,366,14017,427,22799,61,1.285
GA,Lamar County,5405,272403,460,16989,529,24118,69,1.277
GA,Haralson County,8586,486340,724,28695,833,36076,109,1.27
TN,Hardin County,8356,401113,487,17097,593,35102,106,1.269
GA,Madison County,9229,482467,681,24931,798,31315,117,1.268
TN,McMinn County,17226,927755,1131,41368,1349,54859,218,1.266
ME,York County,84439,5840835,5206,290171,6274,400274,1068,1.265
OR,Douglas County,36511,1975864,2117,98973,2578,114980,461,1.263
SD,Union County,6017,929120,561,39879,637,55128,76,1.263
FL,Collier County,141277,20859061,10536,966864,12321,2727095,1785,1.263
CO,Grand County,5703,447418,727,46815,799,55384,72,1.262
VA,Spotsylvania County,46529,3799358,4535,271563,5121,297961,586,1.259
MO,Knox County,1351,53964,57,1757,74,2819,17,1.258
WA,Garfield County,718,39004,53,2640,62,2802,9,1.253
UT,Grand County,3680,239391,363,16522,409,16614,46,1.25
OH,Warren County,83398,8418367,6958,556336,7996,600989,1038,1.245
AZ,Graham County,8832,475349,558,30940,668,27533,110,1.245
OR,Klamath County,21866,1168096,1581,73347,1853,84387,272,1.244
VA,Culpeper County,17533,1284125,1397,82347,1615,95056,218,1.243
CA,Yuba County,21816,1191151,2698,118629,2969,133196,271,1.242
NV,Churchill County,8550,489626,919,43486,1025,49417,106,1.24
MN,Aitkin County,5839,324252,409,18408,481,29928,72,1.233
GA,Crawford County,3737,178518,292,9967,338,12419,46,1.231
TN,Greene County,23617,1156509,1105,43295,1395,61845,290,1.228
MO,Morgan County,6527,321396,563,20826,643,28338,80,1.226
NC,Davidson County,57675,3395591,3582,158850,4289,209422,707,1.226
MO,Miller County,7997,369653,626,20314,724,28863,98,1.225
NM,Sierra County,3758,130593,272,9866,318,11069,46,1.224
NE,Kimball County,1226,60620,84,3839,99,3793,15,1.223
MI,Missaukee County,5159,242032,371,13410,434,18277,63,1.221
MT,Judith Basin County,740,35437,32,1219,41,1609,9,1.216
IA,Warren County,18188,1554803,1413,75097,1634,89905,221,1.215
MN,Lake of the Woods County,1567,89557,83,3470,102,5358,19,1.213
MO,Cass County,37615,2738149,2886,143237,3342,195435,456,1.212
GA,Stephens County,8006,416182,564,21734,661,33333,97,1.212
WA,Whatcom County,81068,6094016,4917,265593,5892,368780,975,1.203
TN,Stewart County,4321,221749,348,14013,400,18445,52,1.203
IA,Howard County,3661,195280,165,8250,209,9224,44,1.202
CO,Mesa County,54278,3604644,3527,175854,4179,228083,652,1.201
OH,Fairfield County,55048,3990611,4199,223528,4859,251024,660,1.199
CO,Montezuma County,9200,505907,693,30815,803,41881,110,1.196
TX,Fayette County,9039,677043,525,23714,633,50912,108,1.195
MO,Henry County,7370,387008,560,20633,648,28751,88,1.194
ID,Benewah County,3109,148009,214,7501,251,13632,37,1.19
UT,Garfield County,1597,78466,110,5117,129,6780,19,1.19
TN,Houston County,2604,131281,163,5592,194,6964,31,1.19
KY,Gallatin County,2696,138815,245,9226,277,11597,32,1.187
FL,Hamilton County,3627,160764,256,7703,299,11016,43,1.186
AR,Sharp County,4809,200533,473,15579,530,18910,57,1.185
NE,Clay County,2281,153177,117,5128,144,5063,27,1.184
GA,Pierce County,5750,322783,416,15488,484,20169,68,1.183
OH,Madison County,14803,984351,1180,60181,1355,68156,175,1.182
NC,Granville County,19819,1191723,1468,71419,1702,88557,234,1.181
TX,Bell County,108393,6146329,14482,673718,15759,657336,1277,1.178
WI,Oconto County,14982,920948,887,46285,1063,59415,176,1.175
MT,Big Horn County,3404,150317,185,7787,225,8069,40,1.175
TN,Marion County,9550,538473,548,28326,660,35351,112,1.173
UT,Box Elder County,17261,1096032,1243,62062,1445,72842,202,1.17
VA,Craig County,1796,92895,88,4625,109,4486,21,1.169
WA,Pierce County,316437,24389982,27483,1541543,31180,1825198,3697,1.168
TX,Kimble County,1543,80513,105,7343,123,7106,18,1.167
NC,Mitchell County,4889,234091,250,9825,307,11877,57,1.166
OK,McIntosh County,5503,255883,502,20145,566,25726,64,1.163
MN,Carver County,37236,4758987,3011,290412,3444,284037,433,1.163
GA,Hall County,65464,4566753,4964,276527,5724,374269,760,1.161
VA,Bland County,2069,109561,93,4138,117,4663,24,1.16
MD,Kent County,7332,581669,495,29673,580,38759,85,1.159
KS,Rush County,1210,56117,55,1698,69,2180,14,1.157
MN,Isanti County,14883,981089,1336,65818,1508,78409,172,1.156
IA,Monroe County,2692,147405,140,5087,171,7694,31,1.152
TX,Falls County,4901,220878,359,17286,415,17876,56,1.143
MI,Lake County,3503,153954,375,13281,415,17178,40,1.142
TN,Lawrence County,13660,685901,691,24520,847,35732,156,1.142
TX,Menard County,702,29126,36,1153,44,2853,8,1.14
OR,Clatsop County,14053,875525,1310,68182,1470,77114,160,1.139
TX,Kerr County,19135,1509411,1436,75571,1654,110400,218,1.139
NM,Los Alamos County,7288,905640,658,64884,741,56301,83,1.139
OH,Morrow County,12208,690689,901,42662,1040,48777,139,1.139
VA,Botetourt County,12615,961657,849,45454,992,58699,143,1.134
KY,Breckinridge County,6353,323141,390,13081,462,18126,72,1.133
CA,Nevada County,38701,3055710,2998,204597,3436,270648,438,1.132
NC,Rutherford County,20741,1031444,1034,43251,1268,65185,234,1.128
IN,Brown County,5939,376777,493,24019,560,31228,67,1.128
GA,Polk County,12518,604544,856,32811,997,39068,141,1.126
KY,Bullitt County,29076,1833884,2300,108118,2627,125107,327,1.125
VA,Rockingham County,30142,2001091,1773,90463,2111,118957,338,1.121
NC,Dare County,15009,1028374,1144,54142,1312,96948,168,1.119
NM,Catron County,1073,42582,60,4109,72,3321,12,1.118
FL,Pinellas County,369741,27015006,26591,1501981,30718,2323323,4127,1.116
OR,Grant County,2421,118750,148,5752,175,9263,27,1.115
NM,Torrance County,4308,175313,338,12027,386,15951,48,1.114
ID,Boundary County,4040,204896,312,13329,357,21278,45,1.114
NE,Burt County,2516,142394,126,4677,154,5687,28,1.113
KY,Metcalfe County,3148,120342,193,6191,228,8436,35,1.112
MO,Platte County,35890,3619257,4675,284024,5074,311472,399,1.112
MD,Talbot County,14938,1444285,1017,81151,1183,118497,166,1.111
MI,Manistee County,9278,482198,559,21669,662,32144,103,1.11
TN,Robertson County,25634,1549539,2120,104973,2404,129372,284,1.108
CO,Clear Creek County,3445,320918,467,35249,505,36510,38,1.103
MI,Mackinac County,4651,228917,350,18802,401,20351,51,1.097
NE,Gosper County,729,46552,55,2764,63,2783,8,1.097
AL,St. Clair County,28340,1776062,2139,108142,2449,130090,310,1.094
VA,James City County,28366,3120311,2900,195067,3210,257735,310,1.093
NC,Wake County,379272,37937491,29853,2009623,33999,2380346,4146,1.093
GA,Houston County,52456,3267810,4353,213181,4926,222528,573,1.092
GA,Oglethorpe County,4580,240712,388,15126,438,17415,50,1.092
MS,Jefferson Davis County,3759,145393,204,7074,245,9562,41,1.091
MO,Clay County,89849,6666330,8048,448438,9026,476812,978,1.088
AL,Madison County,131042,10765002,8260,495996,9684,583495,1424,1.087
CO,Pueblo County,55820,3204156,3146,143428,3752,160602,606,1.086
TX,Navarro County,15592,817707,1115,52404,1284,65036,169,1.084
TX,Callahan County,4437,236205,414,16586,462,23246,48,1.082
KS,Clay County,3053,158980,181,8043,214,9700,33,1.081
DE,Kent County,62826,3691655,4185,200693,4862,235413,677,1.078
MN,Wright County,49062,4134864,3659,220933,4186,266613,527,1.074
SC,Anderson County,66543,4006676,3841,198781,4555,242950,714,1.073
ND,Kidder County,934,48463,37,1891,47,2674,10,1.071
VA,Augusta County,27907,1740704,1870,83154,2169,102353,299,1.071
MO,Gasconade County,5605,279478,341,11624,401,17350,60,1.07
TN,DeKalb County,6214,306480,479,16659,545,24146,66,1.062
MI,Antrim County,9040,572899,741,33690,837,54741,96,1.062
KY,Pulaski County,20458,1060743,958,41746,1175,56087,217,1.061
WI,Polk County,17527,1070299,1076,52635,1262,70454,186,1.061
WI,Oneida County,15987,1040897,1006,50771,1175,73108,169,1.057
FL,Putnam County,22069,985265,1720,65000,1953,82930,233,1.056
TX,Clay County,3506,208308,275,13159,312,15006,37,1.055
TX,Ward County,3603,268131,331,19883,369,18983,38,1.055
MI,Ogemaw County,7402,330620,504,18657,582,23332,78,1.054
MD,Queen Anne's County,18875,1864551,1361,93186,1560,123329,199,1.054
ME,Hancock County,22033,1380564,1201,72453,1433,89567,232,1.053
OR,Wallowa County,2755,149202,161,6987,190,10700,29,1.053
VA,Cumberland County,3338,159728,270,10796,305,12430,35,1.049
GA,Walker County,19559,1007688,1626,66033,1831,73571,205,1.048
IA,Mitchell County,3912,237062,183,10637,224,9690,41,1.048
VA,Stafford County,48130,4615515,6125,415650,6629,423111,504,1.047
WA,Grant County,31550,1835683,1797,80163,2127,100812,330,1.046
GA,Cook County,4784,212109,375,10887,425,12394,50,1.045
MI,Clare County,10151,475466,826,31645,932,43791,106,1.044
KY,Owen County,3360,179971,238,9358,273,10798,35,1.042
MI,Iosco County,9554,440315,685,26280,784,38214,99,1.036
TX,Colorado County,7345,457637,471,21562,547,33430,76,1.035
OH,Ottawa County,17205,1131988,1049,55629,1227,95444,178,1.035
MO,Cedar County,4347,175161,334,12052,379,14517,45,1.035
TX,Eastland County,5624,193997,413,19282,471,19092,58,1.031
FL,Martin County,58840,7068560,5355,393034,5960,1072959,605,1.028
OR,Jackson County,79950,5197804,4658,239836,5479,313645,821,1.027
ME,Washington County,11220,507701,510,20773,625,34978,115,1.025
TX,Coleman County,2742,144390,175,6368,203,10397,28,1.021
UT,Weber County,83802,5578998,6395,323259,7249,366800,854,1.019
ID,Bonneville County,37389,2960254,2882,146563,3263,172875,381,1.019
AZ,Pima County,357693,23566216,18183,1047202,21813,1426356,3630,1.015
IN,Floyd County,29159,2406583,2535,137124,2831,146894,296,1.015
NM,Eddy County,18166,1523348,1254,80993,1438,84245,184,1.013
CA,Lake County,19567,1014962,1347,65090,1545,79905,198,1.012
FL,DeSoto County,9383,412472,791,30455,886,40435,95,1.012
SD,Tripp County,2081,102327,68,3318,89,2990,21,1.009
WI,Florence County,1788,99321,122,5291,140,7239,18,1.007
CA,Glenn County,9636,530857,559,22442,656,27817,97,1.007
NC,Buncombe County,98143,7003228,7851,408555,8837,566263,986,1.005
NC,Person County,13654,734902,615,26023,752,36097,137,1.003
MT,Lewis and Clark County,26887,1879736,1802,97551,2071,112320,269,1.0
TX,Houston County,6403,302787,410,15747,474,24570,64,1.0
NE,Sarpy County,64713,5416264,6982,415062,7627,426080,645,0.997
VA,Caroline County,10832,652553,1099,53504,1207,60741,108,0.997
AL,Elmore County,27303,1767149,2187,100134,2459,120603,272,0.996
OR,Yamhill County,35261,2601899,2750,154141,3101,197749,351,0.995
SC,Edgefield County,7974,481707,633,30726,712,41632,79,0.991
WI,St. Croix County,34450,3259382,2398,176143,2739,187565,341,0.99
OK,Bryan County,13366,710804,1016,36860,1148,49517,132,0.988
MO,Barry County,10943,543469,951,39472,1059,42070,108,0.987
MN,Sherburne County,33542,2709018,3331,193432,3661,198032,330,0.984
MO,Dade County,2447,107483,160,4941,184,7880,24,0.981
SD,Jerauld County,715,34858,24,899,31,1392,7,0.979
TN,Campbell County,11760,554276,625,21451,740,32979,115,0.978
KS,Kiowa County,820,49802,44,1694,52,2905,8,0.976
OH,Pickaway County,19497,1207226,1521,66554,1711,84881,190,0.975
TN,Humphreys County,6262,350498,385,17371,446,24165,61,0.974
VA,Rockbridge County,8019,499380,578,29220,656,35611,78,0.973
MT,Wheatland County,617,30591,28,927,34,872,6,0.972
NC,Lee County,20169,1149838,1747,77209,1943,105291,196,0.972
TX,Upshur County,12160,696967,1203,50448,1321,64658,118,0.97
GA,Warren County,1757,68929,114,4387,131,4725,17,0.968
NM,Taos County,12085,572438,702,35833,819,49448,117,0.968
IN,Ripley County,10540,650165,705,34189,807,34871,102,0.968
VA,Clarke County,5489,545020,518,34634,571,43132,53,0.966
UT,San Juan County,3417,167736,325,13925,358,14431,33,0.966
TN,Sullivan County,55730,3363738,3328,156869,3866,183613,538,0.965
GA,Chattooga County,7167,323733,323,11470,392,15616,69,0.963
AL,Colbert County,18544,1220340,1132,48151,1310,58281,178,0.96
CO,Morgan County,9907,563325,686,31318,781,37270,95,0.959
TX,Floyd County,1879,94103,115,4912,133,5699,18,0.958
GA,Turner County,2613,109619,157,4667,182,5715,25,0.957
NM,Valencia County,23866,1194664,1478,64182,1706,71704,228,0.955
SC,Aiken County,57444,3725747,3550,190787,4098,246733,548,0.954
ME,Oxford County,20688,1037441,1302,53318,1499,71651,197,0.952
OK,McClain County,12847,964794,1284,75029,1406,77973,122,0.95
OR,Lake County,2429,125297,183,8812,206,7900,23,0.947
GA,Quitman County,635,24467,51,1711,57,2436,6,0.945
TX,Upton County,1061,89331,84,5085,94,4374,10,0.943
IN,Harrison County,14526,881057,928,44678,1065,50439,137,0.943
AL,Randolph County,7005,338958,412,22063,478,25455,66,0.942
IN,Boone County,23604,3072365,2267,214687,2489,251281,222,0.941
AR,Montgomery County,2458,106907,159,5721,182,10323,23,0.936
TN,Monroe County,14645,754925,1070,50154,1207,65187,137,0.935
KY,Clark County,12415,737988,970,46580,1086,43758,116,0.934
AR,Cleburne County,8137,429677,590,24650,666,34618,76,0.934
MD,Charles County,60779,5020214,5164,324951,5731,325012,567,0.933
MN,Otter Tail County,22943,1440400,1252,64218,1466,88846,214,0.933
TN,Bedford County,16189,930060,1143,41716,1294,53168,151,0.933
NM,Santa Fe County,60324,4759754,3946,285441,4508,369257,562,0.932
MO,Wright County,5377,210712,420,13723,470,17239,50,0.93
AR,Garland County,33487,1977673,2219,110569,2530,126788,311,0.929
TX,Cass County,9708,504054,603,28691,693,27761,90,0.927
SD,Mellette County,541,18991,25,589,30,1203,5,0.924
GA,Wayne County,8129,417339,468,16659,543,18140,75,0.923
KS,Jefferson County,6752,430067,536,26805,598,31464,62,0.918
TN,Bradley County,35290,1973216,2358,100377,2681,124965,323,0.915
TX,Somervell County,2846,211425,265,11385,291,19410,26,0.914
TX,Camp County,3954,199415,330,12570,366,19085,36,0.91
OR,Marion County,115501,7687968,7622,385658,8671,436106,1049,0.908
CO,Garfield County,20507,1744781,1783,103382,1969,114708,186,0.907
MI,Otsego County,9521,533695,697,28976,783,36358,86,0.903
TX,Trinity County,4333,198603,435,18129,474,22713,39,0.9
IA,Guthrie County,4032,280275,294,13259,330,18268,36,0.893
KY,Jessamine County,16789,1272189,1593,80921,1743,104741,150,0.893
MI,Oscoda County,2807,123042,208,6632,233,11444,25,0.891
CO,Jefferson County,222725,21708928,25086,1630334,27058,1775195,1972,0.885
CO,San Miguel County,3165,330137,381,31854,409,71277,28,0.885
WI,Bayfield County,6235,392425,392,21626,447,34571,55,0.882
WI,Waushara County,9092,486206,622,24285,702,34687,80,0.88
CO,Adams County,169932,11285903,20468,1086773,21963,1163226,1495,0.88
OK,Beaver County,1709,87103,114,4826,129,5373,15,0.878
CA,Riverside County,770647,49841912,48974,2874504,55724,3363745,6750,0.876
KY,Barren County,14511,746009,873,34098,1000,36326,127,0.875
NC,Durham County,107662,8191636,12524,773489,13466,839397,942,0.875
MN,Dakota County,166882,15635839,13379,886134,14827,862709,1448,0.868
MN,Carlton County,12802,815258,733,36958,844,44944,111,0.867
TX,Sherman County,807,48828,50,2337,57,3052,7,0.867
SC,Dorchester County,51241,3294567,6621,327729,7065,361485,444,0.866
OH,Miami County,41095,2793241,2408,117118,2763,142429,355,0.864
VA,Surry County,2431,135673,163,8217,184,8871,21,0.864
MI,Montmorency County,3479,146749,259,9038,289,12937,30,0.862
NC,Polk County,7081,465875,580,30245,641,45554,61,0.861
MN,Kittson County,1748,107957,57,2432,72,3034,15,0.858
NV,Pershing County,1523,89418,132,7111,145,5868,13,0.854
KY,Edmonson County,3747,180155,277,9452,309,11921,32,0.854
IN,Johnson County,55788,4355702,5396,306778,5869,299139,473,0.848
VA,Fauquier County,25932,2778605,2269,190114,2489,204330,220,0.848
NC,Madison County,6968,347819,539,21670,598,28089,59,0.847
TX,Cottle County,476,21103,25,678,29,1064,4,0.84
IN,Carroll County,7507,443452,561,23900,624,28325,63,0.839
NM,Otero County,20042,936550,2222,98530,2390,104026,168,0.838
CO,El Paso County,244110,18326043,25403,1376039,27445,1517081,2042,0.837
