,State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow
2428,TX,Aransas County ,7444,475260,1341,65855,963,59823,-378,-0.0507791509940892
2429,TX,Archer County ,2902,205739,191,8390,232,13267,41,0.014128187456926258
2430,TX,Armstrong County ,648,38360,54,2743,38,2159,-16,-0.024691358024691357
2431,TX,Atascosa County ,15613,902099,1219,54516,1494,66618,275,0.01761352718888106
2432,TX,Austin County ,10483,788057,763,45361,792,54327,29,0.0027663836687971
2433,TX,Bailey County ,1970,95476,168,11123,118,5051,-50,-0.025380710659898477
2434,TX,Bandera County ,7535,493821,630,31284,860,61838,230,0.030524220305242204
2435,TX,Bastrop County ,27477,1675113,2414,118449,3139,156229,725,0.026385704407322488
2436,TX,Baylor County ,1144,62835,70,2676,60,2036,-10,-0.008741258741258742
2437,TX,Bee County ,8140,399229,623,25602,593,21793,-30,-0.0036855036855036856
2438,TX,Bell County ,108393,6146329,14482,673718,15759,657336,1277,0.01178120358325722
2439,TX,Bexar County ,674412,44427764,38604,2387824,40760,2308578,2156,0.003196858893376749
2440,TX,Blanco County ,4070,335384,312,13270,474,49058,162,0.039803439803439804
2441,TX,Borden County ,210,19915,20,1114,-1,-1,-21,-0.1
2442,TX,Bosque County ,5926,344886,498,27785,606,29238,108,0.01822477219034762
2443,TX,Bowie County ,31066,1830960,2283,113931,2244,96226,-39,-0.0012553917466040043
2444,TX,Brazoria County ,114621,9458165,10000,644383,10875,671446,875,0.007633854180298549
2445,TX,Brazos County ,59514,4454692,6443,322714,5709,329118,-734,-0.012333232516718756
2446,TX,Brewster County ,3262,213295,404,22217,325,17486,-79,-0.02421827099938688
2447,TX,Briscoe County ,484,25308,24,801,25,1339,1,0.002066115702479339
2448,TX,Brooks County ,2275,80047,142,4768,116,4112,-26,-0.011428571428571429
2449,TX,Brown County ,12303,689549,840,34739,868,42395,28,0.0022758676745509225
2450,TX,Burleson County ,6173,380228,423,18504,539,28589,116,0.018791511420703063
2451,TX,Burnet County ,16667,1336803,1490,96789,1898,162765,408,0.024479510409791804
2452,TX,Caldwell County ,13478,695896,1345,55528,1520,64514,175,0.012984122273334323
2453,TX,Calhoun County ,6996,411881,528,25324,514,24736,-14,-0.002001143510577473
2454,TX,Callahan County ,4437,236205,414,16586,462,23246,48,0.010818120351588911
2455,TX,Cameron County ,131598,5621633,5463,232009,4609,212208,-854,-0.006489460326144774
2456,TX,Camp County ,3954,199415,330,12570,366,19085,36,0.009104704097116844
2457,TX,Carson County ,1891,127186,174,9657,168,9136,-6,-0.0031729243786356425
2458,TX,Cass County ,9708,504054,603,28691,693,27761,90,0.009270704573547589
2459,TX,Castro County ,2157,82218,175,7015,129,5354,-46,-0.02132591562355123
2460,TX,Chambers County ,13614,1245940,1331,85244,1668,128359,337,0.02475392977816953
2461,TX,Cherokee County ,15800,907643,1020,49153,1064,56935,44,0.0027848101265822785
2462,TX,Childress County ,1838,95339,145,6611,100,4072,-45,-0.024483133841131665
2463,TX,Clay County ,3506,208308,275,13159,312,15006,37,0.010553337136337706
2464,TX,Cochran County ,857,42972,73,3808,50,1690,-23,-0.026837806301050177
2465,TX,Coke County ,1064,59161,81,4025,105,6037,24,0.022556390977443608
2466,TX,Coleman County ,2742,144390,175,6368,203,10397,28,0.010211524434719184
2467,TX,Collin County ,321347,38127439,33175,2801762,40818,3422375,7643,0.023784258138398677
2468,TX,Collingsworth County ,922,45022,45,1978,51,2073,6,0.006507592190889371
2469,TX,Colorado County ,7345,457637,471,21562,547,33430,76,0.01034717494894486
2470,TX,Comal County ,49749,4841034,5072,343378,7990,643962,2918,0.05865444531548373
2471,TX,Comanche County ,4306,196510,293,9911,353,19710,60,0.013934045517882025
2472,TX,Concho County ,740,33282,81,3468,95,6981,14,0.01891891891891892
2473,TX,Cooke County ,13813,968128,1046,52487,1229,83645,183,0.013248389198581047
2474,TX,Coryell County ,19029,952038,3700,141470,3836,147831,136,0.007146986178989963
2475,TX,Cottle County ,476,21103,25,678,29,1064,4,0.008403361344537815
2476,TX,Crane County ,1491,99844,100,9058,99,4537,-1,-0.0006706908115358819
2477,TX,Crockett County ,1176,76769,73,3941,61,2444,-12,-0.01020408163265306
2478,TX,Crosby County ,1788,83243,167,6708,133,5668,-34,-0.01901565995525727
2479,TX,Culberson County ,761,34864,53,2141,67,3150,14,0.018396846254927726
2480,TX,Dallam County ,2411,125326,315,13037,206,9571,-109,-0.0452094566569888
2481,TX,Dallas County ,891292,77694769,74763,5026924,67752,4748091,-7011,-0.007866108974387742
2482,TX,Dawson County ,3646,228302,256,12539,194,7722,-62,-0.017004936917169502
2483,TX,Deaf Smith County ,5977,252104,394,15805,286,9839,-108,-0.018069265517818303
2484,TX,Delta County ,1543,76213,146,5886,156,6883,10,0.0064808813998703824
2485,TX,Denton County ,274749,28174824,30734,2281370,36068,2711365,5334,0.019414083399757597
2486,TX,DeWitt County ,6205,540090,506,33287,480,23532,-26,-0.00419016921837228
2487,TX,Dickens County ,561,30486,27,761,49,2635,22,0.0392156862745098
2488,TX,Dimmit County ,3053,156929,183,7460,163,6301,-20,-0.006550933508024894
2489,TX,Donley County ,1014,47242,84,4061,59,2721,-25,-0.02465483234714004
2490,TX,Duval County ,3421,144881,204,7911,202,7429,-2,-0.0005846243788365975
2491,TX,Eastland County ,5624,193997,413,19282,471,19092,58,0.010312944523470839
2492,TX,Ector County ,50906,3563188,3812,239694,4886,251450,1074,0.021097709503791303
2493,TX,Edwards County ,612,35212,46,2043,48,3050,2,0.0032679738562091504
2494,TX,Ellis County ,58789,4375093,4540,259216,6382,414013,1842,0.03133239211417102
2495,TX,El Paso County ,285648,13819770,16109,735751,14348,657339,-1761,-0.006164930263821206
2496,TX,Erath County ,11563,689560,1199,50022,1128,51336,-71,-0.006140275015134481
2497,TX,Falls County ,4901,220878,359,17286,415,17876,56,0.011426239542950418
2498,TX,Fannin County ,10473,605206,853,41506,1068,55672,215,0.02052897928005347
2499,TX,Fayette County ,9039,677043,525,23714,633,50912,108,0.011948224361101892
2500,TX,Fisher County ,1165,71080,93,3846,90,4433,-3,-0.002575107296137339
2501,TX,Floyd County ,1879,94103,115,4912,133,5699,18,0.009579563597658328
2502,TX,Foard County ,393,18187,21,750,30,1346,9,0.022900763358778626
2503,TX,Fort Bend County ,240466,25001573,19762,1480164,23731,1672986,3969,0.01650545191419993
2504,TX,Franklin County ,3256,177753,306,10037,350,16510,44,0.013513513513513514
2505,TX,Freestone County ,5964,329604,438,20430,420,21453,-18,-0.0030181086519114686
2506,TX,Frio County ,4930,236918,327,15524,295,12247,-32,-0.006490872210953347
2507,TX,Gaines County ,5837,357624,360,20743,389,19482,29,0.004968305636457084
2508,TX,Galveston County ,111504,9271001,9342,601414,10160,722019,818,0.007336059692925815
2509,TX,Garza County ,1368,83002,81,3931,76,3568,-5,-0.003654970760233918
2510,TX,Gillespie County ,10389,963216,711,49583,865,77091,154,0.014823370873038791
2511,TX,Glasscock County ,471,110852,35,3070,36,2245,1,0.0021231422505307855
2512,TX,Goliad County ,2411,161066,176,9733,192,11355,16,0.006636250518457071
2513,TX,Gonzales County ,6959,407037,441,19526,398,19327,-43,-0.006179048713895675
2514,TX,Gray County ,6530,368197,500,25917,394,15844,-106,-0.016232771822358345
2515,TX,Grayson County ,44243,2883191,3100,158430,3906,226436,806,0.01821757114119748
2516,TX,Gregg County ,41650,2575835,3705,185950,3705,173707,0,0.0
2517,TX,Grimes County ,8616,484598,705,31756,890,47155,185,0.02147168059424327
2518,TX,Guadalupe County ,54308,3777542,6078,348333,7282,446349,1204,0.02216984606319511
2519,TX,Hale County ,10047,459936,783,27608,625,25234,-158,-0.015726087389270428
2520,TX,Hall County ,896,39402,62,2602,62,1988,0,0.0
2521,TX,Hamilton County ,2729,192170,227,10830,280,12606,53,0.01942103334554782
2522,TX,Hansford County ,1740,112664,97,4409,73,3707,-24,-0.013793103448275862
2523,TX,Hardeman County ,1224,50446,70,2896,76,2649,6,0.004901960784313725
2524,TX,Hardin County ,18251,1310559,1461,91692,1583,115626,122,0.006684565229302504
2525,TX,Harris County ,1519470,120110671,93935,6744329,82339,5181538,-11596,-0.007631608389767485
2526,TX,Harrison County ,21578,1306959,1749,84448,1793,88924,44,0.0020391139123181017
2527,TX,Hartley County ,1227,78393,138,7818,141,7292,3,0.0024449877750611247
2528,TX,Haskell County ,1596,76935,145,5425,136,5577,-9,-0.005639097744360902
2529,TX,Hays County ,66538,5433993,8172,415538,9807,710893,1635,0.02457242477982506
2530,TX,Hemphill County ,1242,94991,89,4733,48,2410,-41,-0.033011272141706925
2531,TX,Henderson County ,25311,1399681,2156,92303,2645,148778,489,0.01931966338746
2532,TX,Hidalgo County ,252737,10776962,7755,333842,6832,291551,-923,-0.003652017710109719
2533,TX,Hill County ,11348,610192,950,38247,1190,58017,240,0.021149101163200564
2534,TX,Hockley County ,7069,424783,593,21600,556,22859,-37,-0.005234120809166785
2535,TX,Hood County ,19870,1603958,1845,111358,2599,202335,754,0.037946653246099644
2536,TX,Hopkins County ,11857,644538,860,34716,924,44542,64,0.005397655393438475
2537,TX,Houston County ,6403,302787,410,15747,474,24570,64,0.00999531469623614
2538,TX,Howard County ,9818,729510,808,43218,861,42394,53,0.005398248115705846
2539,TX,Hudspeth County ,1561,69513,194,8958,235,9444,41,0.02626521460602178
2540,TX,Hunt County ,29303,1721204,2690,123296,3432,173862,742,0.025321639422584717
2541,TX,Hutchinson County ,6830,441460,519,31785,413,19692,-106,-0.015519765739385067
2542,TX,Irion County ,542,58903,41,1968,56,2693,15,0.027675276752767528
2543,TX,Jack County ,2434,141567,223,9196,213,11788,-10,-0.004108463434675432
2544,TX,Jackson County ,4930,296364,379,17659,339,16100,-40,-0.008113590263691683
2545,TX,Jasper County ,10722,607845,849,36256,868,54362,19,0.0017720574519679165
2546,TX,Jeff Davis County ,784,52158,61,2850,44,2434,-17,-0.021683673469387755
2547,TX,Jefferson County ,80321,5101698,5995,321674,4427,215584,-1568,-0.01952166930192602
2548,TX,Jim Hogg County ,1587,66114,90,2626,68,2787,-22,-0.013862633900441084
2549,TX,Jim Wells County ,12900,669774,921,40825,783,32987,-138,-0.010697674418604652
2550,TX,Johnson County ,55426,3682538,4940,264766,6198,341215,1258,0.022696929238985315
2551,TX,Jones County ,4757,242821,525,23070,495,19981,-30,-0.006306495690561278
2552,TX,Karnes County ,4312,438073,330,15935,272,12567,-58,-0.013450834879406308
2553,TX,Kaufman County ,40842,2771282,4100,223030,6450,352451,2350,0.05753880808971157
2554,TX,Kendall County ,15826,2123389,1514,131897,2222,281173,708,0.04473650954126122
2555,TX,Kenedy County ,111,5121,-1,-1,-1,-1,0,0.0
2556,TX,Kent County ,252,16917,30,1474,-1,-1,-31,-0.12301587301587301
2557,TX,Kerr County ,19135,1509411,1436,75571,1654,110400,218,0.01139273582440554
2558,TX,Kimble County ,1543,80513,105,7343,123,7106,18,0.011665586519766688
2559,TX,King County ,89,4088,-1,-1,-1,-1,0,0.0
2560,TX,Kinney County ,1012,54273,61,3050,60,2965,-1,-0.0009881422924901185
2561,TX,Kleberg County ,9586,512318,1033,45748,820,35130,-213,-0.022219904026705612
2562,TX,Knox County ,1105,47713,80,3095,72,3093,-8,-0.007239819004524887
2563,TX,Lamar County ,16471,888008,926,37281,1043,47176,117,0.007103393843725336
2564,TX,Lamb County ,4025,174889,306,12980,255,9634,-51,-0.01267080745341615
2565,TX,Lampasas County ,6959,428772,683,30342,788,43115,105,0.015088374766489438
2566,TX,La Salle County ,1873,169336,115,4989,118,6935,3,0.001601708489054992
2567,TX,Lavaca County ,7204,482365,438,20123,478,28882,40,0.00555247084952804
2568,TX,Lee County ,5946,402284,475,22031,449,24267,-26,-0.004372687521022536
2569,TX,Leon County ,5717,303052,423,19081,504,29540,81,0.014168270071715935
2570,TX,Liberty County ,23725,1482670,2153,95849,2929,135394,776,0.032708113804004214
2571,TX,Limestone County ,7019,348178,514,21714,520,23231,6,0.0008548226243054566
2572,TX,Lipscomb County ,1068,70695,68,2778,53,1833,-15,-0.014044943820224719
2573,TX,Live Oak County ,3532,235586,265,14984,292,13533,27,0.007644394110985277
2574,TX,Llano County ,6822,553752,703,53465,934,89413,231,0.03386103781882146
2575,TX,Loving County ,28,2788,-1,-1,-1,-1,0,0.0
2576,TX,Lubbock County ,97730,6754798,6957,335452,7102,355917,145,0.001483679525222552
2577,TX,Lynn County ,1846,110279,135,5526,170,12307,35,0.01895991332611051
2578,TX,McCulloch County ,2719,140137,188,8121,209,9485,21,0.007723427730783376
2579,TX,McLennan County ,82578,5109999,5191,252360,5386,298604,195,0.0023614037637143064
2580,TX,McMullen County ,295,34323,32,1398,26,1263,-6,-0.020338983050847456
2581,TX,Madison County ,3869,222741,270,11311,293,13064,23,0.005944688550012923
2582,TX,Marion County ,2995,139390,308,11388,280,12645,-28,-0.009348914858096828
2583,TX,Martin County ,1647,191313,142,12287,153,8563,11,0.006678809957498482
2584,TX,Mason County ,1508,86725,90,4372,113,7504,23,0.015251989389920425
2585,TX,Matagorda County ,12099,753905,915,51285,819,44546,-96,-0.007934540044631788
2586,TX,Maverick County ,19802,811341,869,32697,698,24751,-171,-0.008635491364508635
2587,TX,Medina County ,15499,1008858,1211,58822,1435,78910,224,0.014452545325504872
2588,TX,Menard County ,702,29126,36,1153,44,2853,8,0.011396011396011397
2589,TX,Midland County ,55303,8083422,5550,548096,6623,580266,1073,0.019402202412165705
2590,TX,Milam County ,8090,431278,611,24910,658,32857,47,0.00580964153275649
2591,TX,Mills County ,1636,109736,107,4638,93,4732,-14,-0.008557457212713936
2592,TX,Mitchell County ,2133,119487,169,7115,143,6830,-26,-0.012189404594467886
2593,TX,Montague County ,6414,375967,486,20500,636,38370,150,0.023386342376052385
2594,TX,Montgomery County ,181177,19602627,15896,1295890,21194,1792445,5298,0.029242122344447695
2595,TX,Moore County ,7034,356653,740,33485,513,18550,-227,-0.03227182257605914
2596,TX,Morris County ,4075,187181,332,12349,338,12428,6,0.00147239263803681
2597,TX,Motley County ,384,15683,39,1537,27,1304,-12,-0.03125
2598,TX,Nacogdoches County ,19086,1101243,1538,57494,1358,54719,-180,-0.009430996541967935
2599,TX,Navarro County ,15592,817707,1115,52404,1284,65036,169,0.010838891739353514
2600,TX,Newton County ,3660,192524,325,15338,332,17096,7,0.001912568306010929
2601,TX,Nolan County ,4807,263489,384,18319,344,15651,-40,-0.008321198252548368
2602,TX,Nueces County ,116345,6858182,8002,423786,7332,374722,-670,-0.005758734797369891
2603,TX,Ochiltree County ,3149,225943,241,11527,185,7223,-56,-0.01778342330898698
2604,TX,Oldham County ,701,42561,63,3161,59,2770,-4,-0.005706134094151213
2605,TX,Orange County ,27022,1791638,2235,113878,1804,87181,-431,-0.015949966693805048
2606,TX,Palo Pinto County ,9019,521199,742,36848,865,54796,123,0.013637875595964076
2607,TX,Panola County ,7634,475473,478,22943,523,24339,45,0.005894681687188891
2608,TX,Parker County ,45008,4043769,4236,329294,5958,459363,1722,0.038259864912904375
2609,TX,Parmer County ,3036,137498,257,12174,201,7999,-56,-0.01844532279314888
2610,TX,Pecos County ,4529,301284,375,19523,356,18286,-19,-0.004195186575402959
2611,TX,Polk County ,17663,1046550,2132,133235,2750,210761,618,0.034988393817584784
2612,TX,Potter County ,36969,2149711,4392,195398,3726,158867,-666,-0.018015093727176825
2613,TX,Presidio County ,2646,124868,244,10915,147,7088,-97,-0.03665910808767952
2614,TX,Rains County ,3428,192209,333,14065,449,29296,116,0.0338389731621937
2615,TX,Randall County ,45684,3609729,4791,245881,4985,257519,194,0.004246563348218195
2616,TX,Reagan County ,1092,84244,85,4862,87,4052,2,0.0018315018315018315
2617,TX,Real County ,1184,58578,89,3913,113,5603,24,0.02027027027027027
2618,TX,Red River County ,4001,189004,313,12492,318,13107,5,0.0012496875781054736
2619,TX,Reeves County ,3713,300243,271,29745,380,18365,109,0.029356315647724212
2620,TX,Refugio County ,2348,117758,215,9476,166,7988,-49,-0.020868824531516183
2621,TX,Roberts County ,275,17228,29,2415,-1,-1,-30,-0.10909090909090909
2622,TX,Robertson County ,5648,288746,481,18738,445,19288,-36,-0.006373937677053824
2623,TX,Rockwall County ,31246,3703952,3566,264880,4519,376133,953,0.030499903987710426
2624,TX,Runnels County ,3492,186994,261,11514,223,10975,-38,-0.010882016036655211
2625,TX,Rusk County ,15686,936189,1234,52676,1326,66724,92,0.005865102639296188
2626,TX,Sabine County ,3252,180782,237,11268,318,19903,81,0.024907749077490774
2627,TX,San Augustine County ,2507,112322,175,6160,174,10122,-1,-0.00039888312724371757
2628,TX,San Jacinto County ,7762,437879,841,38880,899,48439,58,0.007472300953362535
2629,TX,San Patricio County ,22691,1356899,2525,122067,2228,108487,-297,-0.013088889868229694
2630,TX,San Saba County ,1868,96207,112,4640,125,6532,13,0.006959314775160599
2631,TX,Schleicher County ,869,51942,76,3803,48,1893,-28,-0.03222094361334868
2632,TX,Scurry County ,5044,356512,375,22837,327,19159,-48,-0.00951625693893735
2633,TX,Shackelford County ,1060,77663,96,3880,103,4643,7,0.006603773584905661
2634,TX,Shelby County ,7877,389969,484,21219,444,16770,-40,-0.00507807540941983
2635,TX,Sherman County ,807,48828,50,2337,57,3052,7,0.008674101610904586
2636,TX,Smith County ,76284,5557527,5513,284065,5985,330219,472,0.006187404960411096
2637,TX,Somervell County ,2846,211425,265,11385,291,19410,26,0.009135628952916374
2638,TX,Starr County ,20417,740898,683,26252,526,18773,-157,-0.007689670372728608
2639,TX,Stephens County ,2759,140533,158,6954,167,8076,9,0.0032620514679231605
2640,TX,Sterling County ,421,35488,38,1913,28,1130,-10,-0.023752969121140142
2641,TX,Stonewall County ,458,31881,36,1324,27,1292,-9,-0.019650655021834062
2642,TX,Sutton County ,1299,89405,86,6577,63,2930,-23,-0.01770592763664357
2643,TX,Swisher County ,2174,105432,159,8005,171,4078,12,0.005519779208831647
2644,TX,Tarrant County ,706539,62451120,52368,3365597,53903,3295717,1535,0.0021725623072470167
2645,TX,Taylor County ,45988,2958182,4113,186441,4004,192331,-109,-0.0023701835261372532
2646,TX,Terrell County ,259,13742,21,1616,-1,-1,-22,-0.08494208494208494
2647,TX,Terry County ,3566,177981,253,12150,234,8906,-19,-0.00532809871003926
2648,TX,Throckmorton County ,475,27459,48,1713,35,1373,-13,-0.02736842105263158
2649,TX,Titus County ,10411,565945,763,31684,651,29041,-112,-0.01075785227163577
2650,TX,Tom Green County ,39535,2663028,3586,160994,3222,144999,-364,-0.009207031744024282
2651,TX,Travis County ,431303,49131355,47553,3238771,48623,3884317,1070,0.002480854526863945
2652,TX,Trinity County ,4333,198603,435,18129,474,22713,39,0.009000692360950842
2653,TX,Tyler County ,5657,288007,387,16942,464,22434,77,0.013611454834718048
2654,TX,Upshur County ,12160,696967,1203,50448,1321,64658,118,0.009703947368421053
2655,TX,Upton County ,1061,89331,84,5085,94,4374,10,0.00942507068803016
2656,TX,Uvalde County ,9084,448894,590,24325,528,23524,-62,-0.006825187142228093
2657,TX,Val Verde County ,16295,793999,1193,63658,1080,49158,-113,-0.006934642528382939
2658,TX,Van Zandt County ,17095,993741,1402,69838,1696,87164,294,0.017198011114360923
2659,TX,Victoria County ,31584,2092373,2099,114108,1827,89252,-272,-0.008611955420466059
2660,TX,Walker County ,17453,953091,2224,86473,1796,80047,-428,-0.024523004641035927
2661,TX,Waller County ,14338,1002214,1624,87181,2028,144646,404,0.02817687264611522
2662,TX,Ward County ,3603,268131,331,19883,369,18983,38,0.01054676658340272
2663,TX,Washington County ,12232,850201,822,40875,891,60850,69,0.005640941792020929
2664,TX,Webb County ,88442,4118902,2790,126002,2218,99951,-572,-0.006467515433843649
2665,TX,Wharton County ,14796,847384,841,36154,743,36484,-98,-0.006623411732900784
2666,TX,Wheeler County ,1724,98924,123,5072,104,5107,-19,-0.011020881670533642
2667,TX,Wichita County ,41031,2543018,3529,168904,3146,156180,-383,-0.00933440569325632
2668,TX,Wilbarger County ,4294,387323,300,12326,277,10190,-23,-0.00535631113181183
2669,TX,Willacy County ,5836,214958,373,13371,225,7543,-148,-0.025359835503769704
2670,TX,Williamson County ,187709,16999940,18788,1244948,26347,1818808,7559,0.04026977928602252
2671,TX,Wilson County ,16083,1224241,1278,72578,1513,112598,235,0.014611701796928434
2672,TX,Winkler County ,2285,295701,208,14632,257,11938,49,0.021444201312910284
2673,TX,Wise County ,21307,1497342,1829,105513,2433,160097,604,0.028347491434739757
2674,TX,Wood County ,14368,862826,1177,55656,1582,84373,405,0.02818763919821826
2675,TX,Yoakum County ,2699,195927,204,11190,154,7012,-50,-0.018525379770285292
2676,TX,Young County ,5956,409802,374,20160,374,19229,0,0.0
2677,TX,Zapata County ,4009,147756,164,7761,108,4047,-56,-0.013968570715889249
2678,TX,Zavala County ,3385,130321,218,6853,163,5546,-55,-0.01624815361890694
2679,UT,Beaver County ,2020,111672,125,5549,161,6736,36,0.01782178217821782
2680,UT,Box Elder County ,17261,1096032,1243,62062,1445,72842,202,0.011702682347488558
2681,UT,Cache County ,36658,2533221,3445,148506,2877,141912,-568,-0.015494571444159529
2682,UT,Carbon County ,6142,352992,391,16419,422,16382,31,0.005047215890589384
2683,UT,Daggett County ,309,17658,46,2128,-1,-1,-47,-0.15210355987055016
2684,UT,Davis County ,108177,9425533,10296,617917,10270,594401,-26,-0.000240346838976862
2685,UT,Duchesne County ,5635,359252,404,18337,377,17038,-27,-0.004791481810115351
2686,UT,Emery County ,2995,170547,170,8303,159,6497,-11,-0.003672787979966611
2687,UT,Garfield County ,1597,78466,110,5117,129,6780,19,0.011897307451471509
2688,UT,Grand County ,3680,239391,363,16522,409,16614,46,0.0125
2689,UT,Iron County ,14152,806290,1338,52121,1775,85495,437,0.03087902769926512
2690,UT,Juab County ,3260,202144,256,11298,301,15514,45,0.013803680981595092
2691,UT,Kane County ,2376,136576,203,8114,293,14302,90,0.03787878787878788
2692,UT,Millard County ,3888,218373,205,10934,229,10134,24,0.006172839506172839
2693,UT,Morgan County ,3537,420195,322,22477,332,32304,10,0.0028272547356516823
2694,UT,Piute County ,401,15889,23,1019,23,843,0,0.0
2695,UT,Rich County ,704,39812,31,1923,57,2927,26,0.036931818181818184
2696,UT,Salt Lake County ,394682,32171645,25040,1557230,25351,1516484,311,0.0007879761428187756
2697,UT,San Juan County ,3417,167736,325,13925,358,14431,33,0.009657594381035996
2698,UT,Sanpete County ,7177,389378,568,23772,668,31066,100,0.013933398355858995
2699,UT,Sevier County ,6305,377842,422,16782,440,19826,18,0.0028548770816812052
2700,UT,Summit County ,16159,2829031,1808,195138,1823,433590,15,0.0009282752645584504
2701,UT,Tooele County ,20299,1379198,1946,103625,2425,127520,479,0.023597221538006797
2702,UT,Uintah County ,9698,601580,714,36417,735,33899,21,0.0021653949267890285
2703,UT,Utah County ,167623,14274594,13299,754493,12824,771617,-475,-0.002833739999880685
2704,UT,Wasatch County ,9536,929037,1014,64681,1299,149296,285,0.029886744966442953
2705,UT,Washington County ,51242,3581771,4044,196069,5703,423214,1659,0.032375785488466494
2706,UT,Wayne County ,825,43607,47,2083,74,4084,27,0.03272727272727273
2707,UT,Weber County ,83802,5578998,6395,323259,7249,366800,854,0.010190687573088948
2708,VT,Addison County ,15208,1060648,1053,52187,1027,57901,-26,-0.0017096265123619147
2709,VT,Bennington County ,15012,1084785,874,54419,840,56423,-34,-0.0022648547828403942
2710,VT,Caledonia County ,12024,650589,653,31019,656,30414,3,0.000249500998003992
2711,VT,Chittenden County ,67272,5835074,5157,305322,4426,275094,-731,-0.010866333690093946
2712,VT,Essex County ,2279,101084,177,5280,186,7537,9,0.003949100482667837
2713,VT,Franklin County ,19902,1223621,1138,57394,1235,58035,97,0.004873882021907346
2714,VT,Grand Isle County ,3046,244679,266,17800,343,27194,77,0.025279054497701903
2715,VT,Lamoille County ,10761,797328,805,55096,825,44997,20,0.0018585633305454883
2716,VT,Orange County ,11886,735616,865,40956,914,45214,49,0.004122497055359246
2717,VT,Orleans County ,11220,546189,540,23471,582,34300,42,0.0037433155080213902
2718,VT,Rutland County ,25524,1468436,1308,62224,1193,61517,-115,-0.004505563391317975
2719,VT,Washington County ,25040,1733490,1609,81954,1618,91771,9,0.0003594249201277955
2720,VT,Windham County ,18282,1086797,1263,60346,1201,53321,-62,-0.00339131386062794
2721,VT,Windsor County ,24027,1684536,1797,100846,1865,125704,68,0.002830149415241187
2722,VA,Accomack County ,12696,648808,765,32942,696,33758,-69,-0.005434782608695652
2723,VA,Albemarle County ,37574,4865173,4223,322856,4508,417727,285,0.007585032203119178
2724,VA,Alleghany County ,5533,308870,321,14289,293,10923,-28,-0.005060545816013013
2725,VA,Amelia County ,4836,286419,318,13375,351,16736,33,0.006823821339950372
2726,VA,Amherst County ,11172,602412,777,32424,767,36169,-10,-0.0008950948800572861
2727,VA,Appomattox County ,5591,307724,345,14219,385,16535,40,0.007154355213736362
2728,VA,Arlington County ,90095,13138782,18527,1989247,16200,1383220,-2327,-0.025828292358066485
2729,VA,Augusta County ,27907,1740704,1870,83154,2169,102353,299,0.010714157738201885
2730,VA,Bath County ,1771,104134,113,4948,102,4658,-11,-0.006211180124223602
2731,VA,Bedford County ,28425,2127642,2045,120210,2462,152618,417,0.01467018469656992
2732,VA,Bland County ,2069,109561,93,4138,117,4663,24,0.011599806669888834
2733,VA,Botetourt County ,12615,961657,849,45454,992,58699,143,0.011335711454617519
2734,VA,Brunswick County ,5059,232514,338,14134,298,14635,-40,-0.007906700929037358
2735,VA,Buchanan County ,5871,285092,265,10164,242,7575,-23,-0.0039175608925225685
2736,VA,Buckingham County ,5094,245144,290,10677,372,16373,82,0.016097369454259915
2737,VA,Campbell County ,19471,1165334,1721,67907,1698,69489,-23,-0.0011812439011863797
2738,VA,Caroline County ,10832,652553,1099,53504,1207,60741,108,0.009970457902511078
2739,VA,Carroll County ,9894,464710,566,18749,590,24767,24,0.002425712553062462
2740,VA,Charles City County ,2767,170732,167,7735,179,11729,12,0.0043368268883267076
2741,VA,Charlotte County ,4074,189508,259,8883,226,9555,-33,-0.008100147275405008
2742,VA,Chesterfield County ,126776,10815605,10288,638786,11302,685686,1014,0.007998359310910582
2743,VA,Clarke County ,5489,545020,518,34634,571,43132,53,0.009655674986336309
2744,VA,Craig County ,1796,92895,88,4625,109,4486,21,0.011692650334075724
2745,VA,Culpeper County ,17533,1284125,1397,82347,1615,95056,218,0.012433696458107569
2746,VA,Cumberland County ,3338,159728,270,10796,305,12430,35,0.010485320551228281
2747,VA,Dickenson County ,3870,179335,202,6701,157,4795,-45,-0.011627906976744186
2748,VA,Dinwiddie County ,10062,578848,790,32416,939,37948,149,0.014808189226793878
2749,VA,Essex County ,4187,247334,302,14582,285,13630,-17,-0.004060186290900406
2750,VA,Fairfax County ,418618,59342138,46195,4370226,40400,3516353,-5795,-0.013843169667811704
2751,VA,Fauquier County ,25932,2778605,2269,190114,2489,204330,220,0.008483726669751657
2752,VA,Floyd County ,5451,294895,298,12672,310,16481,12,0.002201430930104568
2753,VA,Fluvanna County ,9583,674777,776,46051,923,57748,147,0.015339663988312637
2754,VA,Franklin County ,19320,1165143,1163,67251,1147,88055,-16,-0.0008281573498964803
2755,VA,Frederick County ,32111,2427790,2551,143722,3233,206752,682,0.021238827816013203
2756,VA,Giles County ,5960,322152,323,16296,312,12884,-11,-0.0018456375838926174
2757,VA,Gloucester County ,14409,975115,1046,53432,1125,66238,79,0.005482684433340273
2758,VA,Goochland County ,8701,1401366,652,74983,978,108483,326,0.037466957820940124
2759,VA,Grayson County ,4956,220241,302,11301,335,11586,33,0.006658595641646489
2760,VA,Greene County ,7118,470463,581,29249,637,36966,56,0.007867378477100308
