COUNTY AVERAGE TEMPERATURE (F),STATE AVERAGE TEMPERATURE (F),COUNTY NAME,STATE
45.8,44.7,Trempealeau County,WI
45.9,44.7,Vernon County,WI
40.2,44.7,Vilas County,WI
47.1,44.7,Walworth County,WI
41.8,44.7,Washburn County,WI
45.9,44.7,Washington County,WI
46.9,44.7,Waukesha County,WI
43.6,44.7,Waupaca County,WI
44.5,44.7,Waushara County,WI
45.1,44.7,Winnebago County,WI
43.7,44.7,Wood County,WI
42.1,43.5,Albany County,WY
45.2,43.5,Big Horn County,WY
45.3,43.5,Campbell County,WY
43.4,43.5,Carbon County,WY
45.9,43.5,Converse County,WY
44.4,43.5,Crook County,WY
44.5,43.5,Fremont County,WY
47.4,43.5,Goshen County,WY
44.7,43.5,Hot Springs County,WY
45,43.5,Johnson County,WY
46.9,43.5,Laramie County,WY
39.9,43.5,Lincoln County,WY
45.1,43.5,Natrona County,WY
46.6,43.5,Niobrara County,WY
43.8,43.5,Park County,WY
46.9,43.5,Platte County,WY
44.2,43.5,Sheridan County,WY
34.4,43.5,Sublette County,WY
39.5,43.5,Sweetwater County,WY
36.1,43.5,Teton County,WY
40.3,43.5,Uinta County,WY
45.6,43.5,Washakie County,WY
45.1,43.5,Weston County,WY
